index,elapsed_s,model,series_r,series_l,series_c,impedance_imag_ohm,phase_diff_deg,current_phase_deg,sample_rate_hz,current_amplitude_a,samples_per_period,voltage_pga,impedance_mag_ohm,voltage_amplitude_v,shunt_resistance_ohm,voltage_phase_deg,current_pga,dds_frequency_hz,shunt_range,impedance_real_ohm,captured_cycles
956,164.894500,Series RC,-0.949618,,5.64572626978e-07,-2.819034,-108.616569,152.137207,1000000,0.009018,10.000000,1,2.974681,0.026827,100.000000,-136.479370,0,100000,0,-0.949618,50.000000
957,165.069130,Series RC,-0.938906,,5.1632175917e-07,-3.082476,-106.940460,-153.922821,1000000,0.009028,10.000000,1,3.222298,0.029091,100.000000,-80.863281,0,100000,0,-0.938906,50.000000
958,165.243843,Series RC,-1.034493,,5.38747825415e-07,-2.954164,-109.299301,-176.856445,1000000,0.009002,10.000000,1,3.130058,0.028178,100.000000,-106.155731,0,100000,0,-1.034493,50.000000
959,165.418807,Series RC,-0.915317,,5.6987406977e-07,-2.792809,-108.146072,-133.910751,1000000,0.009027,10.000000,1,2.938978,0.026530,100.000000,-62.056816,0,100000,0,-0.915317,50.000000
960,165.594263,Series RC,-0.942722,,5.67019692739e-07,-2.806868,-108.565261,116.458137,1000000,0.009014,10.000000,1,2.960951,0.026689,100.000000,-172.107147,0,100000,0,-0.942722,50.000000
961,165.768656,Series RC,-1.048110,,5.12841232933e-07,-3.103396,-108.661361,-3.972611,1000000,0.009007,10.000000,1,3.275607,0.029503,100.000000,67.366020,0,100000,0,-1.048110,50.000000
962,165.943951,Series RC,-0.829169,,5.48111589822e-07,-2.903696,-105.937019,19.410562,1000000,0.009040,10.000000,1,3.019763,0.027298,100.000000,93.473526,0,100000,0,-0.829169,50.000000
963,166.118042,Series RC,-0.972234,,5.60585142866e-07,-2.839086,-108.903564,-65.013290,1000000,0.009009,10.000000,1,3.000941,0.027034,100.000000,6.083140,0,100000,0,-0.972234,50.000000
964,166.293018,Series RC,-0.929368,,5.18386407825e-07,-3.070199,-106.841377,169.486114,1000000,0.009028,10.000000,1,3.207779,0.028961,100.000000,-117.355270,0,100000,0,-0.929368,50.000000
965,166.467332,Series RC,-0.903498,,5.73117236346e-07,-2.777005,-108.022277,47.406719,1000000,0.009029,10.000000,1,2.920285,0.026366,100.000000,119.384437,0,100000,0,-0.903498,50.000000
966,166.643687,Series RC,-0.890824,,5.25940792082e-07,-3.026100,-106.403388,-84.430374,1000000,0.009039,10.000000,1,3.154497,0.028512,100.000000,-10.833782,0,100000,0,-0.890824,50.000000
967,166.818213,Series RC,-0.896663,,5.66647831538e-07,-2.808710,-107.705345,124.597045,1000000,0.009050,10.000000,1,2.948365,0.026683,100.000000,-163.108306,0,100000,0,-0.896663,50.000000
968,166.993589,Series RC,-1.051665,,5.32212104739e-07,-2.990442,-109.375518,109.898178,1000000,0.009004,10.000000,1,3.169975,0.028542,100.000000,-179.477340,0,100000,0,-1.051665,50.000000
969,167.167905,Series RC,-0.873157,,5.61512926363e-07,-2.834395,-107.121841,17.192014,1000000,0.009044,10.000000,1,2.965839,0.026824,100.000000,90.070182,0,100000,0,-0.873157,50.000000
970,167.343298,Series RC,-1.061567,,5.13962100362e-07,-3.096628,-108.922416,33.026271,1000000,0.009003,10.000000,1,3.273535,0.029471,100.000000,104.103843,0,100000,0,-1.061567,50.000000
971,167.517212,Series RC,-1.060356,,5.1338151333e-07,-3.100130,-108.882530,-147.689117,1000000,0.009003,10.000000,1,3.276455,0.029498,100.000000,-76.571640,0,100000,0,-1.060356,50.000000
972,167.691970,Series RC,-0.910260,,5.21432599654e-07,-3.052263,-106.605880,168.798171,1000000,0.009031,10.000000,1,3.185103,0.028765,100.000000,-117.807731,0,100000,0,-0.910260,50.000000
973,167.865987,Series RC,-1.060742,,5.30348179817e-07,-3.000952,-109.466888,37.338787,1000000,0.009003,10.000000,1,3.182905,0.028654,100.000000,107.871894,0,100000,0,-1.060742,50.000000
974,168.040613,Series RC,-0.876658,,5.61214735958e-07,-2.835901,-107.177871,-54.400802,1000000,0.009047,10.000000,1,2.968310,0.026853,100.000000,18.421323,0,100000,0,-0.876658,50.000000
975,168.214589,Series RC,-0.888841,,5.68624760729e-07,-2.798945,-107.617912,16.484334,1000000,0.009046,10.000000,1,2.936687,0.026565,100.000000,88.866416,0,100000,0,-0.888841,50.000000
976,168.390624,Series RC,-0.891058,,5.71970414044e-07,-2.782573,-107.756523,120.773284,1000000,0.009028,10.000000,1,2.921763,0.026379,100.000000,-166.983230,0,100000,0,-0.891058,50.000000
977,168.566660,Series RC,-0.870722,,5.28474100732e-07,-3.011594,-106.125816,58.588829,1000000,0.009031,10.000000,1,3.134941,0.028310,100.000000,132.462997,0,100000,0,-0.870722,50.000000
978,168.740851,Series RC,-0.856526,,5.29415117058e-07,-3.006241,-105.903091,22.224750,1000000,0.009031,10.000000,1,3.125879,0.028231,100.000000,96.321647,0,100000,0,-0.856526,50.000000
979,168.916595,Series RC,-0.852135,,5.57319846105e-07,-2.855720,-106.614875,-17.990015,1000000,0.009046,10.000000,1,2.980146,0.026960,100.000000,55.395103,0,100000,0,-0.852135,50.000000
980,169.090788,Series RC,-0.883602,,5.67230469084e-07,-2.805825,-107.480094,-163.730804,1000000,0.009053,10.000000,1,2.941667,0.026630,100.000000,-91.210884,0,100000,0,-0.883602,50.000000
981,169.264865,Series RC,-0.894340,,5.65723928515e-07,-2.813297,-107.635337,52.281150,1000000,0.009047,10.000000,1,2.952030,0.026706,100.000000,124.645828,0,100000,0,-0.894340,50.000000
982,169.439756,Series RC,-0.996152,,5.54150439048e-07,-2.872053,-109.128746,-138.093231,1000000,0.009008,10.000000,1,3.039903,0.027383,100.000000,-67.221977,0,100000,0,-0.996152,50.000000
983,169.614776,Series RC,-0.885633,,5.70227295938e-07,-2.791079,-107.604667,157.657745,1000000,0.009033,10.000000,1,2.928219,0.026452,100.000000,-129.946945,0,100000,0,-0.885633,50.000000
984,169.788719,Series RC,-0.846372,,5.50083306922e-07,-2.893288,-106.305747,91.091918,1000000,0.009039,10.000000,1,3.014541,0.027248,100.000000,164.786178,0,100000,0,-0.846372,50.000000
985,169.963615,Series RC,-1.002338,,5.12398410767e-07,-3.106078,-107.884994,-79.186981,1000000,0.009015,10.000000,1,3.263802,0.029425,100.000000,-7.071975,0,100000,0,-1.002338,50.000000
986,170.137375,Series RC,-1.054581,,5.32770451162e-07,-2.987308,-109.444084,-142.023727,1000000,0.009002,10.000000,1,3.167988,0.028517,100.000000,-71.467803,0,100000,0,-1.054581,50.000000
987,170.311693,Series RC,-0.941072,,5.14949218789e-07,-3.090692,-106.934753,-46.198207,1000000,0.009026,10.000000,1,3.230789,0.029163,100.000000,26.867038,0,100000,0,-0.941072,50.000000
988,170.486433,Series RC,-0.846444,,5.4410346599e-07,-2.925086,-106.139076,128.015243,1000000,0.009036,10.000000,1,3.045094,0.027515,100.000000,-158.123855,0,100000,0,-0.846444,50.000000
989,170.660824,Series RC,-0.895183,,5.25271639651e-07,-3.029955,-106.459480,-48.581424,1000000,0.009034,10.000000,1,3.159428,0.028543,100.000000,24.959096,0,100000,0,-0.895183,50.000000
990,170.840916,Series RC,-1.037489,,5.40560083321e-07,-2.944260,-109.411277,147.474822,1000000,0.009003,10.000000,1,3.121706,0.028105,100.000000,-141.936477,0,100000,0,-1.037489,50.000000
991,171.014379,Series RC,-1.038535,,5.10543995855e-07,-3.117360,-108.425270,174.921279,1000000,0.009009,10.000000,1,3.285801,0.029601,100.000000,-113.504013,0,100000,0,-1.038535,50.000000
992,171.189439,Series RC,-0.855352,,5.50871166578e-07,-2.889150,-106.491729,127.011093,1000000,0.009042,10.000000,1,3.013107,0.027245,100.000000,-159.480621,0,100000,0,-0.855352,50.000000
