index,elapsed_s,model,series_r,series_l,series_c,impedance_imag_ohm,phase_diff_deg,current_phase_deg,sample_rate_hz,current_amplitude_a,samples_per_period,voltage_pga,impedance_mag_ohm,voltage_amplitude_v,shunt_resistance_ohm,voltage_phase_deg,current_pga,dds_frequency_hz,shunt_range,impedance_real_ohm,captured_cycles
107,8.609028,Series RC,1.335718,,4.51589631231e-07,-352.432678,-89.782852,99.577575,25000,0.002226,25.000000,0,352.435211,0.784402,100.000000,-170.205276,1,1000,0,1.335718,20.000000
108,8.699786,Series RC,1.820818,,4.51963498886e-07,-352.141143,-89.703742,-17.048147,25000,0.002227,25.000000,0,352.145843,0.784252,100.000000,73.248123,1,1000,0,1.820818,20.000000
109,8.772428,Series RC,1.691805,,4.51887641705e-07,-352.200256,-89.724784,-103.423057,25000,0.002227,25.000000,0,352.204315,0.784296,100.000000,-13.147846,1,1000,0,1.691805,20.000000
110,8.867149,Series RC,1.395873,,4.52027548109e-07,-352.091247,-89.772850,126.068954,25000,0.002227,25.000000,0,352.094024,0.784184,100.000000,-143.703887,1,1000,0,1.395873,20.000000
111,8.940414,Series RC,1.236416,,4.52043063804e-07,-352.079162,-89.798789,38.294506,25000,0.002227,25.000000,0,352.081329,0.783973,100.000000,128.495712,1,1000,0,1.236416,20.000000
112,9.026043,Series RC,1.160869,,4.52075391483e-07,-352.053985,-89.811073,125.178771,25000,0.002227,25.000000,0,352.055877,0.783936,100.000000,-144.632293,1,1000,0,1.160869,20.000000
113,9.098471,Series RC,1.861084,,4.51890343808e-07,-352.198150,-89.697242,-17.147907,25000,0.002226,25.000000,0,352.203063,0.784126,100.000000,73.154869,1,1000,0,1.861084,20.000000
114,9.188537,Series RC,1.266087,,4.51969256617e-07,-352.136657,-89.793991,136.158065,25000,0.002227,25.000000,0,352.138946,0.784266,100.000000,-133.635940,1,1000,0,1.266087,20.000000
115,9.266618,Series RC,1.398490,,4.51832831677e-07,-352.242980,-89.772514,173.769256,25000,0.002227,25.000000,0,352.245758,0.784324,100.000000,-96.003257,1,1000,0,1.398490,20.000000
116,9.344961,Series RC,1.333882,,4.5167074757e-07,-352.369384,-89.783103,-167.588577,25000,0.002226,25.000000,0,352.371917,0.784373,100.000000,-77.371673,1,1000,0,1.333882,20.000000
117,9.425552,Series RC,1.309070,,4.51825627978e-07,-352.248596,-89.787071,-38.822013,25000,0.002227,25.000000,0,352.251007,0.784302,100.000000,51.390918,1,1000,0,1.309070,20.000000
118,9.498023,Series RC,0.952240,,4.52017361097e-07,-352.099182,-89.845039,-136.543228,25000,0.002227,25.000000,0,352.100463,0.784184,100.000000,-46.388278,1,1000,0,0.952240,20.000000
119,9.589937,Series RC,2.220998,,4.51752791928e-07,-352.305389,-89.638801,-31.059597,25000,0.002226,25.000000,0,352.312377,0.784237,100.000000,59.301597,1,1000,0,2.220998,20.000000
120,9.663368,Series RC,1.398130,,4.52139198833e-07,-352.004302,-89.772430,-48.085525,25000,0.002227,25.000000,0,352.007080,0.783885,100.000000,42.142059,1,1000,0,1.398130,20.000000
121,9.747832,Series RC,1.285194,,4.51568360541e-07,-352.449279,-89.791069,91.676483,25000,0.002226,25.000000,0,352.451629,0.784473,100.000000,-178.114593,1,1000,0,1.285194,20.000000
122,9.820167,Series RC,1.213580,,4.51731700752e-07,-352.321838,-89.802642,-98.102012,25000,0.002227,25.000000,0,352.323944,0.784523,100.000000,-7.904658,1,1000,0,1.213580,20.000000
123,9.908968,Series RC,0.998746,,4.51789736042e-07,-352.276580,-89.837562,20.208364,25000,0.002226,25.000000,0,352.277984,0.784230,100.000000,110.370796,1,1000,0,0.998746,20.000000
124,9.982085,Series RC,1.480663,,4.51539272103e-07,-352.471984,-89.759315,-43.092010,25000,0.002225,25.000000,0,352.475097,0.784426,100.000000,47.148685,1,1000,0,1.480663,20.000000
