index,elapsed_s,model,series_r,series_l,series_c,shunt_range,voltage_pga,impedance_imag_ohm,impedance_real_ohm,phase_diff_deg,shunt_resistance_ohm,current_pga,current_phase_deg,impedance_mag_ohm,samples_per_period,current_amplitude_a,sample_rate_hz,captured_cycles,dds_frequency_hz,voltage_amplitude_v,voltage_phase_deg
237,12.533778,Series RL,0.206706,0.00010786603984,,0,1,40.664539,0.206706,89.708755,100.000000,1,-76.731231,40.665065,16.666666,0.007518,1000000,24.000000,60000,0.305733,-167.022476
238,12.586580,Series RL,0.209257,0.000107871403362,,0,1,40.666561,0.209257,89.705177,100.000000,1,66.218215,40.667098,16.666666,0.007517,1000000,24.000000,60000,0.305715,-24.076606
239,12.641616,Series RL,0.194367,0.000107867769324,,0,1,40.665191,0.194367,89.726142,100.000000,1,-165.262832,40.665657,16.666666,0.007518,1000000,24.000000,60000,0.305740,104.463325
240,12.694421,Series RL,0.195553,0.000107879973855,,0,1,40.669792,0.195553,89.724502,100.000000,1,-47.035408,40.670261,16.666666,0.007517,1000000,24.000000,60000,0.305736,-137.310913
241,12.747326,Series RL,0.221062,0.000107850182703,,0,1,40.658561,0.221062,89.688484,100.000000,1,-19.353809,40.659160,16.666666,0.007518,1000000,24.000000,60000,0.305658,-109.665328
242,12.800363,Series RL,0.173458,0.00010790337759,,0,1,40.678615,0.173458,89.755683,100.000000,1,12.955601,40.678985,16.666666,0.007515,1000000,24.000000,60000,0.305718,-77.288719
243,12.852345,Series RL,0.197909,0.000107890881274,,0,1,40.673904,0.197909,89.721214,100.000000,1,-85.689994,40.674385,16.666666,0.007517,1000000,24.000000,60000,0.305737,-175.968780
244,12.905016,Series RL,0.189538,0.000107900433223,,0,1,40.677505,0.189538,89.733032,100.000000,1,-119.331436,40.677947,16.666666,0.007519,1000000,24.000000,60000,0.305843,150.401596
245,12.957232,Series RL,0.198553,0.000107850821975,,0,1,40.658802,0.198553,89.720199,100.000000,1,-13.518188,40.659286,16.666666,0.007517,1000000,24.000000,60000,0.305631,-103.797988
246,13.010022,Series RL,0.199531,0.000107894817706,,0,1,40.675388,0.199531,89.718933,100.000000,1,-3.045446,40.675876,16.666666,0.007516,1000000,24.000000,60000,0.305726,-93.326507
247,13.063177,Series RL,0.192330,0.000107853432116,,0,1,40.659786,0.192330,89.728981,100.000000,1,157.797454,40.660240,16.666666,0.007518,1000000,24.000000,60000,0.305698,67.526420
248,13.117878,Series RL,0.202821,0.000107870045239,,0,1,40.666049,0.202821,89.714241,100.000000,1,-3.493733,40.666557,16.666666,0.007517,1000000,24.000000,60000,0.305704,-93.779495
249,13.172951,Series RL,0.185698,0.000107914741253,,0,1,40.682899,0.185698,89.738471,100.000000,1,5.943348,40.683322,16.666666,0.007516,1000000,24.000000,60000,0.305789,-84.318176
250,13.227738,Series RL,0.199922,0.000107885851978,,0,1,40.672008,0.199922,89.718360,100.000000,1,16.021883,40.672500,16.666666,0.007517,1000000,24.000000,60000,0.305726,-74.259750
251,13.281511,Series RL,0.198295,0.000107858116576,,0,1,40.661552,0.198295,89.720588,100.000000,1,153.762405,40.662036,16.666666,0.007519,1000000,24.000000,60000,0.305737,63.482982
252,13.335954,Series RL,0.176978,0.000107882695405,,0,1,40.670818,0.176978,89.750679,100.000000,1,-168.004653,40.671203,16.666666,0.007517,1000000,24.000000,60000,0.305732,101.746002
253,13.389460,Series RL,0.197979,0.000107875865005,,0,1,40.668243,0.197979,89.721069,100.000000,1,-27.459295,40.668724,16.666666,0.007517,1000000,24.000000,60000,0.305688,-117.738227
254,13.441734,Series RL,0.203306,0.000107872565193,,0,1,40.666999,0.203306,89.713562,100.000000,1,-86.028343,40.667510,16.666666,0.007516,1000000,24.000000,60000,0.305646,-176.314788
255,13.494363,Series RL,0.186874,0.000107896910594,,0,1,40.676177,0.186874,89.736770,100.000000,1,-9.697419,40.676609,16.666666,0.007518,1000000,24.000000,60000,0.305804,-99.960647
