index,elapsed_s,model,series_r,series_l,series_c,shunt_range,voltage_pga,impedance_imag_ohm,impedance_real_ohm,phase_diff_deg,shunt_resistance_ohm,current_pga,current_phase_deg,impedance_mag_ohm,samples_per_period,current_amplitude_a,sample_rate_hz,captured_cycles,dds_frequency_hz,voltage_amplitude_v,voltage_phase_deg
47,18.199985,Series RL,0.554942,0.000108550870297,,0,0,40.922714,0.554942,89.223068,100.000000,0,90.936325,40.926479,16.666666,0.007765,1000000,60.000003,60000,0.317808,0.159405
48,18.587329,Series RL,0.567511,0.00010858461645,,0,0,40.935436,0.567511,89.205718,100.000000,0,53.745086,40.939369,16.666666,0.007766,1000000,60.000003,60000,0.317953,-37.049198
49,18.973301,Series RL,0.574742,0.000108568464876,,0,0,40.929347,0.574742,89.195480,100.000000,0,19.039628,40.933383,16.666666,0.007765,1000000,60.000003,60000,0.317861,-71.764884
50,19.360529,Series RL,0.578193,0.000108547509475,,0,0,40.921447,0.578193,89.190498,100.000000,0,84.674194,40.925533,16.666666,0.007766,1000000,60.000003,60000,0.317812,-6.135296
51,19.745701,Series RL,0.614212,0.00010851054574,,0,0,40.907512,0.614212,89.139785,100.000000,0,-158.745758,40.912120,16.666666,0.007764,1000000,60.000003,60000,0.317651,110.394035
52,20.133363,Series RL,0.571197,0.000108544909945,,0,0,40.920467,0.571197,89.200271,100.000000,0,111.939193,40.924453,16.666666,0.007764,1000000,60.000003,60000,0.317741,21.139471
53,20.521040,Series RL,0.537430,0.000108500670176,,0,0,40.903789,0.537430,89.247238,100.000000,0,104.232597,40.907318,16.666666,0.007765,1000000,60.000003,60000,0.317655,13.479832
54,20.908479,Series RL,0.592845,0.000108513582947,,0,0,40.908657,0.592845,89.169731,100.000000,0,136.047882,40.912952,16.666666,0.007764,1000000,60.000003,60000,0.317646,45.217620
55,21.294368,Series RL,0.564798,0.000108560249829,,0,0,40.926250,0.564798,89.209342,100.000000,0,-176.230773,40.930149,16.666666,0.007765,1000000,60.000003,60000,0.317820,92.978553
56,21.682201,Series RL,0.559021,0.000108598396616,,0,0,40.940631,0.559021,89.217704,100.000000,0,-140.723052,40.944450,16.666666,0.007766,1000000,60.000003,60000,0.317983,128.494644
57,22.069414,Series RL,0.592487,0.000108583714572,,0,0,40.935096,0.592487,89.170768,100.000000,0,-156.177947,40.939384,16.666666,0.007767,1000000,60.000003,60000,0.317979,112.992797
58,22.455514,Series RL,0.625806,0.000108509564284,,0,0,40.907142,0.625806,89.123542,100.000000,0,-56.565956,40.911930,16.666666,0.007765,1000000,60.000003,60000,0.317690,-147.442413
59,22.840603,Series RL,0.615688,0.000108535854028,,0,0,40.917053,0.615688,89.137916,100.000000,0,129.536193,40.921684,16.666666,0.007764,1000000,60.000003,60000,0.317707,38.674121
60,23.228370,Series RL,0.563700,0.000108581974478,,0,0,40.934440,0.563700,89.211036,100.000000,0,-98.151145,40.938320,16.666666,0.007765,1000000,60.000003,60000,0.317873,171.059875
61,23.616008,Series RL,0.582880,0.000108532554216,,0,0,40.915809,0.582880,89.183822,100.000000,0,167.168762,40.919960,16.666666,0.007764,1000000,60.000003,60000,0.317703,76.352577
62,24.003250,Series RL,0.592241,0.000108569995416,,0,0,40.929924,0.592241,89.171005,100.000000,0,-23.434297,40.934207,16.666666,0.007763,1000000,60.000003,60000,0.317776,-114.263290
63,24.391611,Series RL,0.564073,0.000108601969644,,0,0,40.941978,0.564073,89.210662,100.000000,0,-10.675086,40.945865,16.666666,0.007762,1000000,60.000003,60000,0.317839,-101.464424
64,24.778313,Series RL,0.609804,0.000108562830791,,0,0,40.927223,0.609804,89.146369,100.000000,0,-29.460609,40.931766,16.666666,0.007763,1000000,60.000003,60000,0.317771,-120.314247
65,25.165664,Series RL,0.556484,0.000108537705531,,0,0,40.917751,0.556484,89.220817,100.000000,0,-89.232841,40.921535,16.666666,0.007763,1000000,60.000003,60000,0.317683,179.987976
66,25.553002,Series RL,0.561377,0.000108570581637,,0,0,40.930145,0.561377,89.214210,100.000000,0,-104.375991,40.933994,16.666666,0.007764,1000000,60.000003,60000,0.317819,164.838180
67,25.940677,Series RL,0.611115,0.000108526989098,,0,0,40.913711,0.611115,89.144248,100.000000,0,66.391914,40.918273,16.666666,0.007765,1000000,60.000003,60000,0.317742,-24.463829
68,26.328194,Series RL,0.560343,0.000108562172951,,0,0,40.926975,0.560343,89.215591,100.000000,0,119.117622,40.930812,16.666666,0.007764,1000000,60.000003,60000,0.317769,28.333217
69,26.714684,Series RL,0.579002,0.000108548167316,,0,0,40.921695,0.579002,89.189369,100.000000,0,77.281875,40.925792,16.666666,0.007765,1000000,60.000003,60000,0.317786,-13.528755
70,27.102069,Series RL,0.550810,0.00010856351781,,0,0,40.927482,0.550810,89.228950,100.000000,0,-68.836952,40.931186,16.666666,0.007765,1000000,60.000003,60000,0.317844,-159.608001
71,27.488334,Series RL,0.564446,0.000108549838443,,0,0,40.922325,0.564446,89.209762,100.000000,0,-45.902950,40.926216,16.666666,0.007765,1000000,60.000003,60000,0.317779,-136.693191
72,27.876018,Series RL,0.578937,0.000108530623136,,0,0,40.915081,0.578937,89.189331,100.000000,0,153.800445,40.919178,16.666666,0.007765,1000000,60.000003,60000,0.317753,62.989776
73,28.261364,Series RL,0.646640,0.000108508169026,,0,0,40.906616,0.646640,89.094360,100.000000,0,44.111461,40.911724,16.666666,0.007765,1000000,60.000003,60000,0.317671,-46.794178
74,28.646154,Series RL,0.570957,0.000108528962619,,0,0,40.914455,0.570957,89.200492,100.000000,0,45.865024,40.918441,16.666666,0.007766,1000000,60.000003,60000,0.317759,-44.934482
75,29.033029,Series RL,0.546960,0.000108529792878,,0,0,40.914768,0.546960,89.234092,100.000000,0,-40.684608,40.918426,16.666666,0.007766,1000000,60.000003,60000,0.317780,-131.450500
76,29.420532,Series RL,0.565022,0.000108511487407,,0,0,40.907867,0.565022,89.208671,100.000000,0,143.263198,40.911769,16.666666,0.007764,1000000,60.000003,60000,0.317633,52.471874
77,29.805258,Series RL,0.568104,0.000108539294428,,0,0,40.918350,0.568104,89.204566,100.000000,0,13.540387,40.922294,16.666666,0.007763,1000000,60.000003,60000,0.317680,-77.255050
78,30.192787,Series RL,0.544439,0.000108541631353,,0,0,40.919231,0.544439,89.237709,100.000000,0,154.673309,40.922851,16.666666,0.007767,1000000,60.000003,60000,0.317858,63.911014
79,30.580386,Series RL,0.575784,0.000108570693045,,0,0,40.930187,0.575784,89.194046,100.000000,0,-117.772125,40.934238,16.666666,0.007767,1000000,60.000003,60000,0.317946,151.421890
80,30.965481,Series RL,0.560239,0.000108576125534,,0,0,40.932235,0.560239,89.215843,100.000000,0,118.122268,40.936069,16.666666,0.007767,1000000,60.000003,60000,0.317959,27.338109
81,31.352849,Series RL,0.555571,0.000108567130627,,0,0,40.928844,0.555571,89.222305,100.000000,0,-55.557685,40.932617,16.666666,0.007765,1000000,60.000003,60000,0.317828,-146.335372
82,31.739764,Series RL,0.632162,0.00010857583375,,0,0,40.932125,0.632162,89.115188,100.000000,0,14.487785,40.937007,16.666666,0.007766,1000000,60.000003,60000,0.317902,-76.397033
83,32.127226,Series RL,0.625699,0.000108582380323,,0,0,40.934593,0.625699,89.124275,100.000000,0,129.727355,40.939373,16.666666,0.007766,1000000,60.000003,60000,0.317953,38.851646
84,32.514831,Series RL,0.563000,0.000108605054598,,0,0,40.943141,0.563000,89.212181,100.000000,0,-97.915138,40.947013,16.666666,0.007767,1000000,60.000003,60000,0.318044,171.297042
85,32.900868,Series RL,0.594581,0.00010857036943,,0,0,40.930065,0.594581,89.167739,100.000000,0,167.389297,40.934383,16.666666,0.007767,1000000,60.000003,60000,0.317917,76.557029
86,33.288547,Series RL,0.558738,0.000108560501824,,0,0,40.926345,0.558738,89.217826,100.000000,0,140.759628,40.930160,16.666666,0.007767,1000000,60.000003,60000,0.317916,49.977443
87,33.676189,Series RL,0.589406,0.000108570104172,,0,0,40.929965,0.589406,89.174980,100.000000,0,-152.174255,40.934207,16.666666,0.007766,1000000,60.000003,60000,0.317893,117.000724
88,34.063325,Series RL,0.617425,0.000108537734709,,0,0,40.917762,0.617425,89.135498,100.000000,0,-71.882522,40.922420,16.666666,0.007766,1000000,60.000003,60000,0.317817,-162.747024
89,34.450303,Series RL,0.591325,0.000108585414878,,0,0,40.935737,0.591325,89.172401,100.000000,0,-122.993896,40.940006,16.666666,0.007766,1000000,60.000003,60000,0.317928,146.178512
90,34.837056,Series RL,0.565177,0.000108583451967,,0,0,40.934997,0.565177,89.208984,100.000000,0,84.171272,40.938899,16.666666,0.007767,1000000,60.000003,60000,0.317979,-6.619745
91,35.224380,Series RL,0.616054,0.00010852135236,,0,0,40.911586,0.616054,89.137298,100.000000,0,145.095672,40.916225,16.666666,0.007767,1000000,60.000003,60000,0.317781,54.232963
92,35.611921,Series RL,0.577224,0.000108566188961,,0,0,40.928489,0.577224,89.191993,100.000000,0,-2.406591,40.932559,16.666666,0.007766,1000000,60.000003,60000,0.317873,-93.214591
93,35.998088,Series RL,0.579495,0.00010854451471,,0,0,40.920318,0.579495,89.188652,100.000000,0,-43.514816,40.924423,16.666666,0.007765,1000000,60.000003,60000,0.317782,-134.326156
94,36.385772,Series RL,0.555988,0.00010859893509,,0,0,40.940834,0.555988,89.221954,100.000000,0,38.516666,40.944606,16.666666,0.007766,1000000,60.000003,60000,0.317972,-52.261379
95,36.771631,Series RL,0.602113,0.000108520625553,,0,0,40.911312,0.602113,89.156799,100.000000,0,-28.028324,40.915744,16.666666,0.007767,1000000,60.000003,60000,0.317783,-118.871513
96,37.158994,Series RL,0.571521,0.00010859813401,,0,0,40.940532,0.571521,89.200210,100.000000,0,84.250587,40.944522,16.666666,0.007765,1000000,60.000003,60000,0.317941,-6.549205
97,37.546644,Series RL,0.560892,0.000108544798536,,0,0,40.920425,0.560892,89.214698,100.000000,0,-127.262390,40.924270,16.666666,0.007766,1000000,60.000003,60000,0.317803,141.952285
98,37.934601,Series RL,0.564013,0.000108565157106,,0,0,40.928100,0.564013,89.210479,100.000000,0,-7.908153,40.931987,16.666666,0.007765,1000000,60.000003,60000,0.317855,-98.697677
99,38.319900,Series RL,0.554795,0.000108527848535,,0,0,40.914035,0.554795,89.223106,100.000000,0,-109.953659,40.917797,16.666666,0.007765,1000000,60.000003,60000,0.317744,159.269454
100,38.707079,Series RL,0.574410,0.000108589563517,,0,0,40.937301,0.574410,89.196105,100.000000,0,-29.525121,40.941329,16.666666,0.007765,1000000,60.000003,60000,0.317904,-120.329010
101,39.094098,Series RL,0.604351,0.00010860289009,,0,0,40.942325,0.604351,89.154312,100.000000,0,71.016792,40.946784,16.666666,0.007764,1000000,60.000003,60000,0.317920,-19.828891
