index,elapsed_s,model,series_r,series_l,series_c,current_phase_deg,voltage_phase_deg,samples_per_period,current_amplitude_a,shunt_resistance_ohm,current_pga,phase_diff_deg,dds_frequency_hz,shunt_range,voltage_pga,impedance_mag_ohm,impedance_imag_ohm,captured_cycles,voltage_amplitude_v,impedance_real_ohm,sample_rate_hz
1,0.055633,Series RL,0.344724,0.000108166967354,,-130.368652,139.050109,20.000000,0.007850,100.000000,0,89.418792,50000,0,0,33.983402,33.981655,20.000000,0.266763,0.344724,1000000
2,0.113849,Series RL,0.309534,0.000108025443595,,-23.397192,-113.919761,20.000000,0.007852,100.000000,0,89.477432,50000,0,0,33.938606,33.937194,20.000000,0.266501,0.309534,1000000
3,0.169950,Series RL,0.483679,0.000108155842423,,-60.748580,-151.564132,20.000000,0.007854,100.000000,0,89.184448,50000,0,0,33.981601,33.978160,20.000000,0.266875,0.483679,1000000
4,0.223836,Series RL,0.672229,0.000109763008137,,96.233833,5.117022,20.000000,0.007852,100.000000,0,88.883186,50000,0,0,34.489620,34.483066,20.000000,0.270801,0.672229,1000000
5,0.279351,Series RL,0.610355,0.000109969928662,,58.690765,-32.321365,20.000000,0.007853,100.000000,0,88.987861,50000,0,0,34.553462,34.548072,20.000000,0.271357,0.610355,1000000
6,0.331652,Series RL,0.313911,0.000108014114947,,-147.685928,121.784049,20.000000,0.007850,100.000000,0,89.469985,50000,0,0,33.935085,33.933635,20.000000,0.266386,0.313911,1000000
7,0.385517,Series RL,0.683769,0.000109409235347,,-172.218078,96.642272,20.000000,0.007855,100.000000,0,88.860351,50000,0,0,34.378723,34.371925,20.000000,0.270041,0.683769,1000000
8,0.437599,Series RL,0.333067,0.000108148231634,,174.215209,83.653541,20.000000,0.007854,100.000000,0,89.438346,50000,0,0,33.977401,33.975769,20.000000,0.266844,0.333067,1000000
9,0.491354,Series RL,0.592139,0.000109930528264,,-140.182907,128.834777,20.000000,0.007852,100.000000,0,89.017715,50000,0,0,34.540767,34.535694,20.000000,0.271215,0.592139,1000000
10,0.556192,Series RL,0.670917,0.000109114922843,,152.503356,61.382118,20.000000,0.007851,100.000000,0,88.878746,50000,0,0,34.286029,34.279464,20.000000,0.269192,0.670917,1000000
11,0.633912,Series RL,0.689319,0.00010847197507,,64.146179,-27.012643,20.000000,0.007852,100.000000,0,88.841171,50000,0,0,34.084449,34.077476,20.000000,0.267620,0.689319,1000000
12,0.687223,Series RL,0.535227,0.000109900024628,,-177.143524,91.968345,20.000000,0.007853,100.000000,0,89.111862,50000,0,0,34.530261,34.526111,20.000000,0.271158,0.535227,1000000
13,0.741034,Series RL,0.304925,0.000108075497825,,31.787471,-58.727085,20.000000,0.007851,100.000000,0,89.485450,50000,0,0,33.954288,33.952919,20.000000,0.266592,0.304925,1000000
14,0.794136,Series RL,0.661714,0.000108711207231,,-98.460487,170.429534,20.000000,0.007853,100.000000,0,88.890014,50000,0,0,34.159042,34.152633,20.000000,0.268258,0.661714,1000000
15,0.847390,Series RL,0.328509,0.000108163698311,,-93.007431,176.438659,20.000000,0.007852,100.000000,0,89.446105,50000,0,0,33.982215,33.980628,20.000000,0.266824,0.328509,1000000
16,0.899098,Series RL,0.659896,0.000109986455311,,22.269664,-68.824432,20.000000,0.007851,100.000000,0,88.905899,50000,0,0,34.559566,34.553264,20.000000,0.271336,0.659896,1000000
17,0.952809,Series RL,0.635158,0.000108472363408,,-61.807929,-152.875717,20.000000,0.007855,100.000000,0,88.932212,50000,0,0,34.083518,34.077598,20.000000,0.267731,0.635158,1000000
18,1.005548,Series RL,0.492989,0.000109740519544,,-70.121398,-160.940643,20.000000,0.007849,100.000000,0,89.180755,50000,0,0,34.479526,34.476001,20.000000,0.270637,0.492989,1000000
19,1.061538,Series RL,0.337944,0.000108057573795,,67.666427,-22.903934,20.000000,0.007850,100.000000,0,89.429641,50000,0,0,33.948970,33.947288,20.000000,0.266484,0.337944,1000000
20,1.117016,Series RL,0.370002,0.000108353608356,,-56.163635,-146.786392,20.000000,0.007852,100.000000,0,89.377243,50000,0,0,34.042301,34.040290,20.000000,0.267300,0.370002,1000000
21,1.171487,Series RL,0.679597,0.000109540130738,,-172.534790,96.333839,20.000000,0.007851,100.000000,0,88.868652,50000,0,0,34.419757,34.413047,20.000000,0.270240,0.679597,1000000
22,1.225267,Series RL,0.653690,0.000109975928803,,-102.671974,166.244079,20.000000,0.007853,100.000000,0,88.916084,50000,0,0,34.556140,34.549957,20.000000,0.271377,0.653690,1000000
23,1.279280,Series RL,0.637523,0.000109985191621,,94.863265,3.806236,20.000000,0.007853,100.000000,0,88.942977,50000,0,0,34.558750,34.552867,20.000000,0.271405,0.637523,1000000
24,1.332259,Series RL,0.418780,0.000108852425412,,125.193611,34.491992,20.000000,0.007850,100.000000,0,89.298385,50000,0,0,34.199562,34.196998,20.000000,0.268469,0.418780,1000000
25,1.385165,Series RL,0.545130,0.000109875400175,,38.686645,-52.218124,20.000000,0.007849,100.000000,0,89.095230,50000,0,0,34.522678,34.518375,20.000000,0.270963,0.545130,1000000
26,1.437099,Series RL,0.335395,0.000108252376263,,33.224792,-57.340248,20.000000,0.007850,100.000000,0,89.434959,50000,0,0,34.010143,34.008487,20.000000,0.266995,0.335395,1000000
27,1.488696,Series RL,0.539025,0.000108259977503,,65.064422,-25.843563,20.000000,0.007852,100.000000,0,89.092018,50000,0,0,34.015144,34.010875,20.000000,0.267101,0.539025,1000000
28,1.543363,Series RL,0.435263,0.000109194847272,,-161.734771,107.538299,20.000000,0.007852,100.000000,0,89.273056,50000,0,0,34.307334,34.304573,20.000000,0.269367,0.435263,1000000
29,1.598522,Series RL,0.581006,0.000108278496772,,-25.182779,-116.161300,20.000000,0.007851,100.000000,0,89.021476,50000,0,0,34.021652,34.016693,20.000000,0.267115,0.581006,1000000
30,1.654784,Series RL,0.631629,0.000110020199342,,-157.086425,111.866630,20.000000,0.007853,100.000000,0,88.953079,50000,0,0,34.569637,34.563865,20.000000,0.271479,0.631629,1000000
31,1.710269,Series RL,0.445181,0.000109306217535,,-35.426731,-126.169471,20.000000,0.007851,100.000000,0,89.257255,50000,0,0,34.342449,34.339561,20.000000,0.269629,0.445181,1000000
32,1.764446,Series RL,0.343973,0.000108511413665,,-19.784973,-110.363082,20.000000,0.007849,100.000000,0,89.421890,50000,0,0,34.091602,34.089866,20.000000,0.267597,0.343973,1000000
33,1.818855,Series RL,0.657398,0.00010995117066,,-66.495376,-157.585678,20.000000,0.007856,100.000000,0,88.909683,50000,0,0,34.548431,34.542179,20.000000,0.271421,0.657398,1000000
34,1.871917,Series RL,0.642583,0.00010984510344,,23.412704,-67.654067,20.000000,0.007852,100.000000,0,88.933219,50000,0,0,34.514839,34.508857,20.000000,0.270997,0.642583,1000000
35,1.928095,Series RL,0.346886,0.000108707393879,,-1.247347,-91.829299,20.000000,0.007851,100.000000,0,89.418052,50000,0,0,34.153198,34.151435,20.000000,0.268138,0.346886,1000000
36,1.981915,Series RL,0.423481,0.000109330307227,,-71.350906,-162.057296,20.000000,0.007853,100.000000,0,89.293601,50000,0,0,34.349739,34.347129,20.000000,0.269746,0.423481,1000000
37,2.036057,Series RL,0.384520,0.000108516573468,,88.245597,-2.400624,20.000000,0.007850,100.000000,0,89.353782,50000,0,0,34.093654,34.091487,20.000000,0.267631,0.384520,1000000
38,2.091480,Series RL,0.668074,0.000108744709347,,171.417953,80.297645,20.000000,0.007853,100.000000,0,88.879699,50000,0,0,34.169689,34.163158,20.000000,0.268329,0.668074,1000000
39,2.147147,Series RL,0.528098,0.00010991311353,,-50.863494,-141.739700,20.000000,0.007850,100.000000,0,89.123794,50000,0,0,34.534263,34.530223,20.000000,0.271094,0.528098,1000000
40,2.202079,Series RL,0.646099,0.000109918190573,,-175.344635,93.583480,20.000000,0.007852,100.000000,0,88.928100,50000,0,0,34.537864,34.531818,20.000000,0.271204,0.646099,1000000
41,2.255040,Series RL,0.344942,0.000108120958843,,-3.102621,-93.684448,20.000000,0.007849,100.000000,0,89.418167,50000,0,0,33.968952,33.967201,20.000000,0.266606,0.344942,1000000
42,2.309849,Series RL,0.511850,0.000108228200627,,101.338684,10.476215,20.000000,0.007849,100.000000,0,89.137527,50000,0,0,34.004745,34.000892,20.000000,0.266917,0.511850,1000000
43,2.366383,Series RL,0.367319,0.000108158805888,,-111.210594,158.170043,20.000000,0.007852,100.000000,0,89.380645,50000,0,0,33.981075,33.979091,20.000000,0.266818,0.367319,1000000
44,2.421570,Series RL,0.420402,0.000109525704934,,-160.717758,108.582244,20.000000,0.007851,100.000000,0,89.299995,50000,0,0,34.411083,34.408515,20.000000,0.270175,0.420402,1000000
45,2.475322,Series RL,0.323244,0.000108082952643,,-131.797378,137.657165,20.000000,0.007854,100.000000,0,89.454574,50000,0,0,33.956798,33.955261,20.000000,0.266705,0.323244,1000000
46,2.529373,Series RL,0.316447,0.000108005409171,,84.806571,-5.727770,20.000000,0.007851,100.000000,0,89.465660,50000,0,0,33.932376,33.930900,20.000000,0.266411,0.316447,1000000
47,2.592048,Series RL,0.653134,0.000109750333038,,-47.759956,-138.845184,20.000000,0.007852,100.000000,0,88.914779,50000,0,0,34.485271,34.479084,20.000000,0.270786,0.653134,1000000
48,2.650951,Series RL,0.345330,0.000108081507516,,-4.460925,-95.043617,20.000000,0.007848,100.000000,0,89.417304,50000,0,0,33.956562,33.954807,20.000000,0.266498,0.345330,1000000
49,2.705974,Series RL,0.691546,0.000109581526939,,-118.642013,150.207168,20.000000,0.007853,100.000000,0,88.849205,50000,0,0,34.432998,34.426052,20.000000,0.270394,0.691546,1000000
50,2.759598,Series RL,0.487686,0.000109595357503,,73.520103,-17.291402,20.000000,0.007850,100.000000,0,89.188491,50000,0,0,34.433849,34.430397,20.000000,0.270310,0.487686,1000000
51,2.812317,Series RL,0.366867,0.000108570549275,,178.257171,87.640922,20.000000,0.007851,100.000000,0,89.383750,50000,0,0,34.110416,34.108444,20.000000,0.267817,0.366867,1000000
52,2.864212,Series RL,0.685787,0.000109668963481,,-154.914169,113.945533,20.000000,0.007853,100.000000,0,88.859695,50000,0,0,34.460346,34.453521,20.000000,0.270620,0.685787,1000000
53,2.916958,Series RL,0.466366,0.000109591104883,,-142.221496,127.002433,20.000000,0.007851,100.000000,0,89.223937,50000,0,0,34.432220,34.429061,20.000000,0.270329,0.466366,1000000
54,2.970632,Series RL,0.358204,0.000108109652476,,-77.571594,-168.175842,20.000000,0.007850,100.000000,0,89.395736,50000,0,0,33.965538,33.963649,20.000000,0.266624,0.358204,1000000
55,3.024710,Series RL,0.712271,0.000109647837254,,-10.707267,-101.891822,20.000000,0.007853,100.000000,0,88.815437,50000,0,0,34.454246,34.446884,20.000000,0.270572,0.712271,1000000
56,3.079182,Series RL,0.369737,0.000108321042071,,159.528533,68.906044,20.000000,0.007853,100.000000,0,89.377502,50000,0,0,34.032066,34.030059,20.000000,0.267239,0.369737,1000000
57,3.133618,Series RL,0.469045,0.000109599387306,,163.400009,72.619552,20.000000,0.007853,100.000000,0,89.219535,50000,0,0,34.434856,34.431663,20.000000,0.270428,0.469045,1000000
58,3.188493,Series RL,0.561583,0.000108316636662,,155.022369,64.076889,20.000000,0.007852,100.000000,0,89.054512,50000,0,0,34.033309,34.028675,20.000000,0.267221,0.561583,1000000
59,3.243189,Series RL,0.718267,0.00010914509862,,62.444408,-28.755624,20.000000,0.007852,100.000000,0,88.799964,50000,0,0,34.296466,34.288944,20.000000,0.269286,0.718267,1000000
60,3.298449,Series RL,0.377135,0.000108809743239,,-36.990825,-127.622932,20.000000,0.007852,100.000000,0,89.367897,50000,0,0,34.185668,34.183589,20.000000,0.268437,0.377135,1000000
61,3.351377,Series RL,0.381857,0.000108394141937,,-128.181198,141.176315,20.000000,0.007852,100.000000,0,89.357536,50000,0,0,34.055168,34.053024,20.000000,0.267405,0.381857,1000000
62,3.404565,Series RL,0.500801,0.000108216531386,,119.376373,28.532428,20.000000,0.007855,100.000000,0,89.156051,50000,0,0,34.000915,33.997226,20.000000,0.267071,0.500801,1000000
63,3.456330,Series RL,0.375798,0.000108623672012,,-127.355316,142.013732,20.000000,0.007852,100.000000,0,89.369064,50000,0,0,34.127204,34.125133,20.000000,0.267969,0.375798,1000000
64,3.508612,Series RL,0.312605,0.000108112154391,,-59.588924,-150.116256,20.000000,0.007854,100.000000,0,89.472671,50000,0,0,33.965873,33.964435,20.000000,0.266783,0.312605,1000000
65,3.562324,Series RL,0.412866,0.000109034880639,,-54.323974,-145.014526,20.000000,0.007850,100.000000,0,89.309448,50000,0,0,34.256805,34.254318,20.000000,0.268912,0.412866,1000000
66,3.615711,Series RL,0.376832,0.000108310283197,,69.456352,-21.178144,20.000000,0.007851,100.000000,0,89.365501,50000,0,0,34.028766,34.026679,20.000000,0.267172,0.376832,1000000
67,3.668216,Series RL,0.633726,0.000109937690237,,-157.500228,111.448577,20.000000,0.007853,100.000000,0,88.948814,50000,0,0,34.543758,34.537944,20.000000,0.271283,0.633726,1000000
68,3.722208,Series RL,0.330191,0.000108138819211,,32.402854,-58.153999,20.000000,0.007849,100.000000,0,89.443145,50000,0,0,33.974414,33.972812,20.000000,0.266667,0.330191,1000000
69,3.774271,Series RL,0.290279,0.000108011603482,,-95.261741,174.248092,20.000000,0.007852,100.000000,0,89.509864,50000,0,0,33.934085,33.932846,20.000000,0.266449,0.290279,1000000
70,3.828485,Series RL,0.497189,0.000108221013189,,-78.655578,-169.493408,20.000000,0.007855,100.000000,0,89.162170,50000,0,0,34.002269,33.998634,20.000000,0.267092,0.497189,1000000
71,3.881979,Series RL,0.457712,0.00010934104382,,36.415412,-54.347995,20.000000,0.007850,100.000000,0,89.236595,50000,0,0,34.353549,34.350502,20.000000,0.269666,0.457712,1000000
72,3.935539,Series RL,0.474386,0.00010956141612,,91.315155,0.525537,20.000000,0.007850,100.000000,0,89.210372,50000,0,0,34.423004,34.419734,20.000000,0.270207,0.474386,1000000
73,3.988753,Series RL,0.358601,0.000108480913212,,52.155879,-38.446975,20.000000,0.007852,100.000000,0,89.397140,50000,0,0,34.082172,34.080284,20.000000,0.267622,0.358601,1000000
74,4.044049,Series RL,0.591630,0.00010995071866,,75.305976,-15.675280,20.000000,0.007849,100.000000,0,89.018745,50000,0,0,34.547103,34.542037,20.000000,0.271170,0.591630,1000000
75,4.099977,Series RL,0.688716,0.000109654442184,,7.135427,-84.009902,20.000000,0.007852,100.000000,0,88.854675,50000,0,0,34.455844,34.448959,20.000000,0.270544,0.688716,1000000
76,4.154612,Series RL,0.514242,0.000109738905713,,74.121612,-16.732957,20.000000,0.007846,100.000000,0,89.145423,50000,0,0,34.479328,34.475494,20.000000,0.270515,0.514242,1000000
77,4.208387,Series RL,0.655438,0.000109894014937,,95.832382,4.744754,20.000000,0.007854,100.000000,0,88.912376,50000,0,0,34.530445,34.524223,20.000000,0.271212,0.655438,1000000
78,4.261341,Series RL,0.311173,0.000108007217171,,-58.642364,-149.167785,20.000000,0.007849,100.000000,0,89.474578,50000,0,0,33.932895,33.931468,20.000000,0.266346,0.311173,1000000
79,4.316776,Series RL,0.576072,0.000109868817527,,2.851801,-88.104370,20.000000,0.007846,100.000000,0,89.043830,50000,0,0,34.521114,34.516307,20.000000,0.270862,0.576072,1000000
80,4.373019,Series RL,0.688415,0.000109546446006,,43.519672,-47.626285,20.000000,0.007852,100.000000,0,88.854042,50000,0,0,34.421916,34.415031,20.000000,0.270291,0.688415,1000000
81,4.426959,Series RL,0.332805,0.000107994748973,,85.139793,-5.422222,20.000000,0.007849,100.000000,0,89.437980,50000,0,0,33.929183,33.927551,20.000000,0.266324,0.332805,1000000
82,4.479761,Series RL,0.424934,0.000109018013398,,-0.402016,-91.112861,20.000000,0.007850,100.000000,0,89.289154,50000,0,0,34.251655,34.249019,20.000000,0.268864,0.424934,1000000
83,4.537673,Series RL,0.366724,0.000108184038313,,-92.762664,176.619110,20.000000,0.007851,100.000000,0,89.381790,50000,0,0,33.988998,33.987018,20.000000,0.266831,0.366724,1000000
84,4.619534,Series RL,0.472865,0.000109543689443,,1.135738,-89.651481,20.000000,0.007850,100.000000,0,89.212783,50000,0,0,34.417415,34.414165,20.000000,0.270163,0.472865,1000000
85,4.677372,Series RL,0.675539,0.000109492400171,,-46.379558,-137.504638,20.000000,0.007855,100.000000,0,88.874916,50000,0,0,34.404682,34.398052,20.000000,0.270239,0.675539,1000000
86,4.731048,Series RL,0.636222,0.00010990637491,,131.443054,40.387424,20.000000,0.007854,100.000000,0,88.944374,50000,0,0,34.533969,34.528106,20.000000,0.271231,0.636222,1000000
87,4.784575,Series RL,0.616059,0.000109951266153,,22.091754,-68.930007,20.000000,0.007850,100.000000,0,88.978240,50000,0,0,34.547702,34.542209,20.000000,0.271196,0.616059,1000000
88,4.837595,Series RL,0.310575,0.000108200444005,,-3.187935,-93.711418,20.000000,0.007849,100.000000,0,89.476516,50000,0,0,33.993591,33.992172,20.000000,0.266825,0.310575,1000000
89,4.890877,Series RL,0.372062,0.000108534195103,,34.330600,-56.294578,20.000000,0.007851,100.000000,0,89.374824,50000,0,0,34.099052,34.097023,20.000000,0.267701,0.372062,1000000
90,4.943372,Series RL,0.353893,0.000108354410497,,15.399908,-75.195732,20.000000,0.007849,100.000000,0,89.404365,50000,0,0,34.042381,34.040542,20.000000,0.267206,0.353893,1000000
91,4.996765,Series RL,0.397511,0.000108635669112,,-19.549871,-110.217185,20.000000,0.007852,100.000000,0,89.332687,50000,0,0,34.131217,34.128902,20.000000,0.267990,0.397511,1000000
92,5.050833,Series RL,0.631715,0.000109954083196,,-67.600448,-158.648147,20.000000,0.007852,100.000000,0,88.952301,50000,0,0,34.548870,34.543094,20.000000,0.271286,0.631715,1000000
93,5.105742,Series RL,0.459905,0.000109265454771,,0.543679,-90.223915,20.000000,0.007851,100.000000,0,89.232406,50000,0,0,34.329837,34.326755,20.000000,0.269522,0.459905,1000000
94,5.160913,Series RL,0.678487,0.000108636907337,,-116.172966,152.688125,20.000000,0.007853,100.000000,0,88.861114,50000,0,0,34.136035,34.129291,20.000000,0.268061,0.678487,1000000
95,5.214942,Series RL,0.582640,0.000109978246099,,-104.213562,164.820327,20.000000,0.007851,100.000000,0,89.033889,50000,0,0,34.555599,34.550685,20.000000,0.271301,0.582640,1000000
96,5.269633,Series RL,0.671000,0.000108977008718,,8.995181,-82.127632,20.000000,0.007849,100.000000,0,88.877189,50000,0,0,34.242713,34.236137,20.000000,0.268762,0.671000,1000000
97,5.322156,Series RL,0.689649,0.00010875919563,,-116.559356,152.284317,20.000000,0.007853,100.000000,0,88.843681,50000,0,0,34.174667,34.167709,20.000000,0.268376,0.689649,1000000
98,5.375029,Series RL,0.454596,0.000109252486826,,54.466590,-36.292240,20.000000,0.007850,100.000000,0,89.241180,50000,0,0,34.325691,34.322681,20.000000,0.269460,0.454596,1000000
99,5.426146,Series RL,0.685118,0.000109884615246,,41.954322,-49.182640,20.000000,0.007851,100.000000,0,88.863037,50000,0,0,34.528068,34.521270,20.000000,0.271071,0.685118,1000000
100,5.478199,Series RL,0.361164,0.00010803827785,,138.434219,47.824569,20.000000,0.007855,100.000000,0,89.390350,50000,0,0,33.943149,33.941226,20.000000,0.266609,0.361164,1000000
101,5.531033,Series RL,0.655458,0.000108549346654,,-98.007286,170.891571,20.000000,0.007852,100.000000,0,88.898872,50000,0,0,34.108081,34.101783,20.000000,0.267830,0.655458,1000000
102,5.586480,Series RL,0.622642,0.000110075228755,,-13.404796,-104.436309,20.000000,0.007851,100.000000,0,88.968482,50000,0,0,34.586757,34.581153,20.000000,0.271532,0.622642,1000000
103,5.640360,Series RL,0.671150,0.000109942051082,,-174.727249,94.159515,20.000000,0.007855,100.000000,0,88.886802,50000,0,0,34.545833,34.539314,20.000000,0.271361,0.671150,1000000
104,5.697220,Series RL,0.653961,0.000109938444631,,40.687236,-50.397499,20.000000,0.007850,100.000000,0,88.915260,50000,0,0,34.544372,34.538181,20.000000,0.271178,0.653961,1000000
105,5.752546,Series RL,0.452743,0.000108133512985,,83.602905,-7.160652,20.000000,0.007855,100.000000,0,89.236450,50000,0,0,33.974163,33.971145,20.000000,0.266860,0.452743,1000000
106,5.807988,Series RL,0.315103,0.000108201026512,,14.301408,-76.229698,20.000000,0.007849,100.000000,0,89.468894,50000,0,0,33.993816,33.992355,20.000000,0.266805,0.315103,1000000
107,5.860175,Series RL,0.334615,0.0001080842036,,-167.189971,102.245452,20.000000,0.007853,100.000000,0,89.435401,50000,0,0,33.957302,33.955654,20.000000,0.266673,0.334615,1000000
108,5.911856,Series RL,0.356591,0.000108225020711,,-2.721981,-93.322883,20.000000,0.007851,100.000000,0,89.399101,50000,0,0,34.001766,33.999893,20.000000,0.266955,0.356591,1000000
109,5.963889,Series RL,0.634579,0.000109932056152,,-13.742897,-104.795555,20.000000,0.007852,100.000000,0,88.947349,50000,0,0,34.542003,34.536174,20.000000,0.271215,0.634579,1000000
110,6.016055,Series RL,0.402778,0.000109045868696,,-144.289566,125.036834,20.000000,0.007852,100.000000,0,89.326385,50000,0,0,34.260139,34.257770,20.000000,0.268998,0.402778,1000000
111,6.069635,Series RL,0.414860,0.000108787681181,,-36.978691,-127.674148,20.000000,0.007851,100.000000,0,89.304534,50000,0,0,34.179176,34.176658,20.000000,0.268346,0.414860,1000000
112,6.125249,Series RL,0.411915,0.000109383178499,,-17.218845,-107.905609,20.000000,0.007850,100.000000,0,89.313224,50000,0,0,34.366207,34.363739,20.000000,0.269785,0.411915,1000000
113,6.178067,Series RL,0.642797,0.000109942184772,,58.267356,-32.798824,20.000000,0.007852,100.000000,0,88.933815,50000,0,0,34.545337,34.539356,20.000000,0.271250,0.642797,1000000
114,6.232013,Series RL,0.363666,0.000108335213227,,-20.237396,-110.849601,20.000000,0.007850,100.000000,0,89.387802,50000,0,0,34.036453,34.034511,20.000000,0.267177,0.363666,1000000
115,6.285943,Series RL,0.389537,0.00010810633887,,-60.059978,-150.717102,20.000000,0.007851,100.000000,0,89.342864,50000,0,0,33.964839,33.962608,20.000000,0.266649,0.389537,1000000
116,6.337027,Series RL,0.406296,0.000109190012145,,162.396530,71.717926,20.000000,0.007854,100.000000,0,89.321395,50000,0,0,34.305461,34.303054,20.000000,0.269429,0.406296,1000000
117,6.390075,Series RL,0.562816,0.00010987383409,,-69.096611,-160.030731,20.000000,0.007847,100.000000,0,89.065864,50000,0,0,34.522472,34.517883,20.000000,0.270884,0.562816,1000000
118,6.443587,Series RL,0.329595,0.0001081267489,,102.237747,11.681831,20.000000,0.007852,100.000000,0,89.444084,50000,0,0,33.970619,33.969020,20.000000,0.266749,0.329595,1000000
119,6.496417,Series RL,0.666075,0.000109823127325,,-11.868460,-102.974441,20.000000,0.007851,100.000000,0,88.894020,50000,0,0,34.508380,34.501953,20.000000,0.270920,0.666075,1000000
120,6.574743,Series RL,0.384492,0.000108678679144,,16.688264,-73.956947,20.000000,0.007853,100.000000,0,89.354789,50000,0,0,34.144580,34.142414,20.000000,0.268151,0.384492,1000000
121,6.647246,Series RL,0.368343,0.000108436190673,,15.942577,-74.676918,20.000000,0.007849,100.000000,0,89.380508,50000,0,0,34.068225,34.066234,20.000000,0.267393,0.368343,1000000
122,6.701440,Series RL,0.433972,0.000109199217667,,36.218410,-54.506340,20.000000,0.007850,100.000000,0,89.275245,50000,0,0,34.308692,34.305946,20.000000,0.269315,0.433972,1000000
123,6.754189,Series RL,0.672022,0.000109843575553,,-83.860595,-174.976242,20.000000,0.007855,100.000000,0,88.884353,50000,0,0,34.514923,34.508377,20.000000,0.271100,0.672022,1000000
124,6.806145,Series RL,0.585022,0.000109992270833,,-104.230827,164.799270,20.000000,0.007851,100.000000,0,89.030059,50000,0,0,34.560043,34.555091,20.000000,0.271324,0.585022,1000000
125,6.858558,Series RL,0.690460,0.000109449692533,,61.423114,-29.727260,20.000000,0.007852,100.000000,0,88.849624,50000,0,0,34.391567,34.384635,20.000000,0.270036,0.690460,1000000
126,6.911515,Series RL,0.622482,0.000109957387252,,4.465792,-86.566574,20.000000,0.007851,100.000000,0,88.967636,50000,0,0,34.549739,34.544132,20.000000,0.271262,0.622482,1000000
127,6.967740,Series RL,0.698548,0.000109387622105,,97.890869,6.726364,20.000000,0.007853,100.000000,0,88.835487,50000,0,0,34.372234,34.365135,20.000000,0.269924,0.698548,1000000
128,7.020735,Series RL,0.667948,0.000108697036075,,-134.570373,134.309036,20.000000,0.007851,100.000000,0,88.879417,50000,0,0,34.154716,34.148181,20.000000,0.268137,0.667948,1000000
129,7.076030,Series RL,0.605264,0.000109968607676,,93.959854,2.956154,20.000000,0.007850,100.000000,0,88.996299,50000,0,0,34.552959,34.547657,20.000000,0.271225,0.605264,1000000
130,7.130423,Series RL,0.695090,0.000109715761401,,-119.381416,149.463272,20.000000,0.007850,100.000000,0,88.844718,50000,0,0,34.475231,34.468223,20.000000,0.270616,0.695090,1000000
131,7.183366,Series RL,0.277200,0.000108150367493,,158.415603,67.948165,20.000000,0.007851,100.000000,0,89.532562,50000,0,0,33.977569,33.976440,20.000000,0.266759,0.277200,1000000
132,7.236800,Series RL,0.681868,0.000109476491043,,-64.105888,-155.241668,20.000000,0.007853,100.000000,0,88.864212,50000,0,0,34.399814,34.393054,20.000000,0.270155,0.681868,1000000
133,7.291986,Series RL,0.323055,0.000108106351602,,-113.328285,156.126693,20.000000,0.007849,100.000000,0,89.455009,50000,0,0,33.964149,33.962612,20.000000,0.266582,0.323055,1000000
134,7.345495,Series RL,0.666407,0.000109790328675,,-47.486446,-138.593307,20.000000,0.007851,100.000000,0,88.893135,50000,0,0,34.498088,34.491649,20.000000,0.270857,0.666407,1000000
135,7.398987,Series RL,0.345873,0.000108091718897,,48.381893,-42.201663,20.000000,0.007853,100.000000,0,89.416435,50000,0,0,33.959777,33.958015,20.000000,0.266698,0.345873,1000000
136,7.454134,Series RL,0.290445,0.000108028346582,,-40.832687,-131.323013,20.000000,0.007850,100.000000,0,89.509666,50000,0,0,33.939350,33.938106,20.000000,0.266416,0.290445,1000000
137,7.506808,Series RL,0.432369,0.000109162096368,,144.117248,53.394916,20.000000,0.007852,100.000000,0,89.277671,50000,0,0,34.297008,34.294284,20.000000,0.269314,0.432369,1000000
138,7.561042,Series RL,0.645413,0.000108594470263,,-116.117225,152.798980,20.000000,0.007854,100.000000,0,88.916191,50000,0,0,34.122062,34.115959,20.000000,0.267985,0.645413,1000000
139,7.614354,Series RL,0.373144,0.000108401147937,,-110.244102,159.128112,20.000000,0.007852,100.000000,0,89.372230,50000,0,0,34.057270,34.055225,20.000000,0.267416,0.373144,1000000
140,7.666489,Series RL,0.447982,0.000108144017211,,-24.269243,-115.024696,20.000000,0.007853,100.000000,0,89.244544,50000,0,0,33.977397,33.974445,20.000000,0.266840,0.447982,1000000
141,7.719226,Series RL,0.698710,0.000109824788903,,-119.846725,148.993118,20.000000,0.007856,100.000000,0,88.839859,50000,0,0,34.509548,34.502475,20.000000,0.271115,0.698710,1000000
142,7.773186,Series RL,0.375172,0.000108313720944,,141.889205,51.257507,20.000000,0.007852,100.000000,0,89.368309,50000,0,0,34.029827,34.027759,20.000000,0.267208,0.375172,1000000
143,7.826126,Series RL,0.680418,0.000109554737979,,115.093742,23.961177,20.000000,0.007852,100.000000,0,88.867439,50000,0,0,34.424362,34.417636,20.000000,0.270296,0.680418,1000000
144,7.880663,Series RL,0.555315,0.000109964647901,,-158.521179,110.557884,20.000000,0.007847,100.000000,0,89.079078,50000,0,0,34.550876,34.546413,20.000000,0.271124,0.555315,1000000
145,7.934163,Series RL,0.303258,0.000108100061799,,-75.966461,-166.478088,20.000000,0.007849,100.000000,0,89.488380,50000,0,0,33.961990,33.960636,20.000000,0.266582,0.303258,1000000
