index,elapsed_s,model,series_r,series_l,series_c,impedance_imag_ohm,phase_diff_deg,current_phase_deg,sample_rate_hz,current_amplitude_a,samples_per_period,voltage_pga,impedance_mag_ohm,voltage_amplitude_v,shunt_resistance_ohm,voltage_phase_deg,current_pga,dds_frequency_hz,shunt_range,impedance_real_ohm,captured_cycles
796,47.783531,Series RL,0.294476,0.000110599984884,,6.949202,87.573509,0.323193,250000,0.013034,25.000000,1,6.955438,0.090658,100.000000,-92.103302,0,10000,0,0.294476,20.000000
797,47.839598,Series RL,0.312479,0.000110768641378,,6.959799,87.429275,125.505104,250000,0.013032,25.000000,1,6.966810,0.090793,100.000000,32.934379,0,10000,0,0.312479,20.000000
798,47.907090,Series RL,0.270465,0.000110384489091,,6.935662,87.766807,-100.101676,250000,0.013038,25.000000,1,6.940933,0.090498,100.000000,167.665161,0,10000,0,0.270465,20.000000
799,47.979137,Series RL,0.272749,0.000110335915003,,6.932610,87.746971,-143.137207,250000,0.013037,25.000000,1,6.937973,0.090452,100.000000,124.609748,0,10000,0,0.272749,20.000000
800,48.040926,Series RL,0.293498,0.000110532407696,,6.944956,87.580085,116.344863,250000,0.013031,25.000000,1,6.951155,0.090584,100.000000,23.924947,0,10000,0,0.293498,20.000000
801,48.110071,Series RL,0.307511,0.000110308699508,,6.930900,87.459564,101.028358,250000,0.013031,25.000000,1,6.937718,0.090405,100.000000,8.487920,0,10000,0,0.307511,20.000000
802,48.179622,Series RL,0.290168,0.000110398176417,,6.936522,87.604591,107.645233,250000,0.013030,25.000000,1,6.942588,0.090459,100.000000,15.249830,0,10000,0,0.290168,20.000000
803,48.234527,Series RL,0.265335,0.000111145806762,,6.983497,87.824111,-40.291801,250000,0.013038,25.000000,1,6.988536,0.091116,100.000000,-132.467697,0,10000,0,0.265335,20.000000
804,48.289038,Series RL,0.319786,0.000110475828113,,6.941401,87.362289,27.945075,250000,0.013033,25.000000,1,6.948763,0.090566,100.000000,-64.692642,0,10000,0,0.319786,20.000000
805,48.343675,Series RL,0.259842,0.000110612192069,,6.949969,87.858848,-65.881240,250000,0.013037,25.000000,1,6.954824,0.090670,100.000000,-158.022384,0,10000,0,0.259842,20.000000
806,48.398369,Series RL,0.286424,0.000110805183353,,6.962095,87.644149,105.467247,250000,0.013032,25.000000,1,6.967984,0.090805,100.000000,13.111399,0,10000,0,0.286424,20.000000
807,48.453000,Series RL,0.268107,0.00011111967352,,6.981855,87.800895,61.192562,250000,0.013033,25.000000,1,6.987001,0.091064,100.000000,-31.006546,0,10000,0,0.268107,20.000000
808,48.507519,Series RL,0.292927,0.000110839369834,,6.964243,87.591461,-105.479042,250000,0.013035,25.000000,1,6.970401,0.090859,100.000000,162.112442,0,10000,0,0.292927,20.000000
809,48.562198,Series RL,0.294160,0.00011056089643,,6.946746,87.575256,73.044075,250000,0.013033,25.000000,1,6.952971,0.090617,100.000000,-19.380670,0,10000,0,0.294160,20.000000
810,48.641385,Series RL,0.285904,0.000110834372369,,6.963929,87.649047,-76.011863,250000,0.013037,25.000000,1,6.969795,0.090867,100.000000,-168.362823,0,10000,0,0.285904,20.000000
811,48.699642,Series RL,0.297666,0.000110513659243,,6.943778,87.545349,-160.758575,250000,0.013037,25.000000,1,6.950155,0.090610,100.000000,106.786758,0,10000,0,0.297666,20.000000
